Year,Country code,count,Method,Moment,Value,Country
2005,IT,81082.0,Method 3,std,0.3257020601077406,Italy
2006,IT,83871.0,Method 3,std,0.3134452152906274,Italy
2007,IT,89448.0,Method 3,std,0.33774902846906785,Italy
2008,IT,90062.0,Method 3,std,0.38278524690101434,Italy
2009,IT,89185.0,Method 3,std,0.47298270416750493,Italy
2010,IT,89983.0,Method 3,std,0.38121640346892993,Italy
2011,IT,90045.0,Method 3,std,0.3889742533038425,Italy
2012,IT,88660.0,Method 3,std,0.4224898146677353,Italy
2013,IT,88304.0,Method 3,std,0.4080504635923294,Italy
2014,IT,88800.0,Method 3,std,0.360151386881701,Italy
2015,IT,91627.0,Method 3,std,0.3504278919005347,Italy
2016,IT,93059.0,Method 3,std,0.31519259940648753,Italy
2017,IT,94261.0,Method 3,std,0.3149861906447466,Italy
2018,IT,16725.0,Method 3,std,0.26920173530046965,Italy
1990,IT,126.0,Method 4,std,0.2723145807057225,Italy
1991,IT,1063.0,Method 4,std,0.34065698038020886,Italy
1992,IT,2580.0,Method 4,std,0.5481851009987936,Italy
1993,IT,2533.0,Method 4,std,0.4531676989338094,Italy
1994,IT,6586.0,Method 4,std,0.4081068829235066,Italy
1995,IT,14181.0,Method 4,std,0.27731325267029727,Italy
1996,IT,25727.0,Method 4,std,0.27778145026624174,Italy
1997,IT,28282.0,Method 4,std,0.29562126400141314,Italy
1998,IT,32183.0,Method 4,std,0.2683349055743774,Italy
1999,IT,36039.0,Method 4,std,0.2871425779116006,Italy
2000,IT,39484.0,Method 4,std,0.2995606775533303,Italy
2001,IT,40779.0,Method 4,std,0.29434244686436606,Italy
2002,IT,57797.0,Method 4,std,0.3530077068529191,Italy
2003,IT,53927.0,Method 4,std,0.35615190311028827,Italy
2004,IT,81018.0,Method 4,std,0.454912744819092,Italy
2005,IT,81219.0,Method 4,std,0.4082971851077363,Italy
2006,IT,84119.0,Method 4,std,0.40016215163968727,Italy
2007,IT,89968.0,Method 4,std,0.42588302041340015,Italy
2008,IT,90503.0,Method 4,std,0.5050103321004209,Italy
2009,IT,89416.0,Method 4,std,0.6571154769501503,Italy
2010,IT,90538.0,Method 4,std,0.497173199899185,Italy
2011,IT,90770.0,Method 4,std,0.509012420269024,Italy
2012,IT,89298.0,Method 4,std,0.5407283725512223,Italy
2013,IT,89118.0,Method 4,std,0.5129157915724272,Italy
2014,IT,89951.0,Method 4,std,0.46330083736731914,Italy
2015,IT,93001.0,Method 4,std,0.4430842795182256,Italy
2016,IT,94771.0,Method 4,std,0.3871728419121571,Italy
2017,IT,95992.0,Method 4,std,0.37254323871935374,Italy
2018,IT,16910.0,Method 4,std,0.3389165171195922,Italy
1986,GB,2.0,Method 1,std,0.21535195879282512,United Kingdom
1987,GB,4.0,Method 1,std,0.19243561894531855,United Kingdom
1988,GB,57.0,Method 1,std,0.2111223078895967,United Kingdom
1989,GB,139.0,Method 1,std,0.15618305852757428,United Kingdom
1990,GB,306.0,Method 1,std,0.18645301425052108,United Kingdom
1991,GB,904.0,Method 1,std,0.3053925108996983,United Kingdom
1992,GB,2380.0,Method 1,std,0.20137514343293914,United Kingdom
1993,GB,3265.0,Method 1,std,0.18926188844292083,United Kingdom
1994,GB,4495.0,Method 1,std,0.18510880088775353,United Kingdom
1995,GB,8597.0,Method 1,std,0.1845615584241969,United Kingdom
1996,GB,9350.0,Method 1,std,0.1786691394237749,United Kingdom
1997,GB,8960.0,Method 1,std,0.18006715256391725,United Kingdom
1998,GB,8761.0,Method 1,std,0.1815914615913492,United Kingdom
1999,GB,8818.0,Method 1,std,0.19236963343530758,United Kingdom
2000,GB,8526.0,Method 1,std,0.2250119672221262,United Kingdom
2001,GB,8279.0,Method 1,std,0.21096509777658137,United Kingdom
2002,GB,8276.0,Method 1,std,0.19934024715081192,United Kingdom
2003,GB,8024.0,Method 1,std,0.19542723091446132,United Kingdom
2004,GB,7543.0,Method 1,std,0.19673149354991706,United Kingdom
2005,GB,7283.0,Method 1,std,0.20287629537507185,United Kingdom
2006,GB,6967.0,Method 1,std,0.19692273118158787,United Kingdom
2007,GB,6815.0,Method 1,std,0.19086639834148916,United Kingdom
2008,GB,6552.0,Method 1,std,0.1920287423412905,United Kingdom
2009,GB,7412.0,Method 1,std,0.2036718768758142,United Kingdom
2010,GB,8692.0,Method 1,std,0.5063365641383388,United Kingdom
2011,GB,7269.0,Method 1,std,0.17557686466619776,United Kingdom
2012,GB,6944.0,Method 1,std,0.17170897792711218,United Kingdom
2013,GB,6767.0,Method 1,std,0.16519639307463252,United Kingdom
2014,GB,6762.0,Method 1,std,0.1645243789077107,United Kingdom
2015,GB,6795.0,Method 1,std,0.16711653932130563,United Kingdom
2016,GB,6750.0,Method 1,std,0.16897250953221105,United Kingdom
2017,GB,6321.0,Method 1,std,0.16875783299463232,United Kingdom
2018,GB,2927.0,Method 1,std,0.1568856166103885,United Kingdom
2019,GB,20.0,Method 1,std,0.15284383786297406,United Kingdom
1986,GB,4.0,Method 3,std,0.6585755863978564,United Kingdom
1987,GB,35.0,Method 3,std,0.26151296337251967,United Kingdom
1988,GB,263.0,Method 3,std,0.4166726840741926,United Kingdom
1989,GB,985.0,Method 3,std,0.46433327481414477,United Kingdom
1990,GB,1644.0,Method 3,std,0.4425027116507154,United Kingdom
1991,GB,2392.0,Method 3,std,0.6716436587013425,United Kingdom
1992,GB,3171.0,Method 3,std,0.7348296445664589,United Kingdom
1993,GB,3353.0,Method 3,std,1.7847402299375688,United Kingdom
1994,GB,5052.0,Method 3,std,0.3826036471575155,United Kingdom
1995,GB,10375.0,Method 3,std,0.3823856427772462,United Kingdom
1996,GB,11493.0,Method 3,std,0.338387691544293,United Kingdom
1997,GB,11222.0,Method 3,std,0.3602377127929871,United Kingdom
1998,GB,11129.0,Method 3,std,0.3865500282984904,United Kingdom
1999,GB,11235.0,Method 3,std,0.42071310935061046,United Kingdom
2000,GB,11047.0,Method 3,std,0.40909096561285135,United Kingdom
2001,GB,10860.0,Method 3,std,0.5630642313442178,United Kingdom
2002,GB,11062.0,Method 3,std,0.5419190943676042,United Kingdom
2003,GB,10904.0,Method 3,std,0.4108734055083559,United Kingdom
2004,GB,9514.0,Method 3,std,0.45483063599220797,United Kingdom
2005,GB,9014.0,Method 3,std,0.5789863849796416,United Kingdom
2006,GB,8776.0,Method 3,std,0.5119156839164053,United Kingdom
2007,GB,8823.0,Method 3,std,0.4220322491812601,United Kingdom
2008,GB,8557.0,Method 3,std,0.5111183130316383,United Kingdom
2009,GB,8167.0,Method 3,std,0.5253087216841023,United Kingdom
2010,GB,8937.0,Method 3,std,0.45695981726687157,United Kingdom
2011,GB,7576.0,Method 3,std,0.41842327139603874,United Kingdom
2012,GB,7232.0,Method 3,std,0.3749940585767006,United Kingdom
2013,GB,7041.0,Method 3,std,0.35944396355751124,United Kingdom
2014,GB,7038.0,Method 3,std,0.3415311442313284,United Kingdom
2015,GB,7000.0,Method 3,std,0.3325251964040805,United Kingdom
2016,GB,7044.0,Method 3,std,0.38455259843264333,United Kingdom
2017,GB,6811.0,Method 3,std,0.4699546888427645,United Kingdom
2018,GB,3238.0,Method 3,std,0.3746164190249864,United Kingdom
2019,GB,38.0,Method 3,std,0.31598793573267897,United Kingdom
1981,GB,1.0,Method 4,std,,United Kingdom
1982,GB,15.0,Method 4,std,0.29776389150426164,United Kingdom
1983,GB,62.0,Method 4,std,0.23530357758570072,United Kingdom
1984,GB,185.0,Method 4,std,0.25372441598521334,United Kingdom
1985,GB,428.0,Method 4,std,0.6956467668863622,United Kingdom
1986,GB,575.0,Method 4,std,0.27184334737768445,United Kingdom
1987,GB,750.0,Method 4,std,0.42804953046794075,United Kingdom
1988,GB,1015.0,Method 4,std,0.421363846128708,United Kingdom
1989,GB,1301.0,Method 4,std,0.7685876282814372,United Kingdom
1990,GB,1709.0,Method 4,std,0.5159879523235134,United Kingdom
1991,GB,2490.0,Method 4,std,1.096714171016471,United Kingdom
1992,GB,3247.0,Method 4,std,0.7826114878582081,United Kingdom
1993,GB,3406.0,Method 4,std,0.701209715291738,United Kingdom
1994,GB,5278.0,Method 4,std,0.4895067770734629,United Kingdom
1995,GB,10607.0,Method 4,std,0.45050116576722943,United Kingdom
1996,GB,11706.0,Method 4,std,0.4415820959086688,United Kingdom
1997,GB,11441.0,Method 4,std,0.4290267047934799,United Kingdom
1998,GB,11360.0,Method 4,std,0.49819060620996464,United Kingdom
1999,GB,11506.0,Method 4,std,0.5177430901269188,United Kingdom
2000,GB,11331.0,Method 4,std,0.4969438218097469,United Kingdom
2001,GB,11142.0,Method 4,std,0.588096302112235,United Kingdom
2002,GB,11372.0,Method 4,std,0.5733731895007199,United Kingdom
2003,GB,11294.0,Method 4,std,0.5567608050833425,United Kingdom
2004,GB,9888.0,Method 4,std,0.6742527863360921,United Kingdom
2005,GB,9503.0,Method 4,std,0.6541188451329935,United Kingdom
2006,GB,9225.0,Method 4,std,0.6287389431737027,United Kingdom
2007,GB,9187.0,Method 4,std,0.5160480332547702,United Kingdom
2008,GB,8900.0,Method 4,std,0.5997620568193197,United Kingdom
2009,GB,8527.0,Method 4,std,0.722816013487943,United Kingdom
2010,GB,9377.0,Method 4,std,0.5642520972011068,United Kingdom
2011,GB,7854.0,Method 4,std,0.47565074606592195,United Kingdom
2012,GB,7467.0,Method 4,std,0.5552867349063156,United Kingdom
2013,GB,7246.0,Method 4,std,0.5145506332545852,United Kingdom
2014,GB,7234.0,Method 4,std,0.44601607633087476,United Kingdom
2015,GB,7275.0,Method 4,std,0.42645754800493635,United Kingdom
2016,GB,7373.0,Method 4,std,0.4968599195373784,United Kingdom
2017,GB,7343.0,Method 4,std,0.581382621179034,United Kingdom
2018,GB,3636.0,Method 4,std,0.4555855357683983,United Kingdom
2019,GB,71.0,Method 4,std,0.36320007916806124,United Kingdom
1997,SE,498.0,Method 1,std,0.17746099668118454,Sweden
1998,SE,183.0,Method 1,std,1.0120696927161292,Sweden
1999,SE,704.0,Method 1,std,0.229794445519773,Sweden
2000,SE,765.0,Method 1,std,0.20300356063853003,Sweden
2001,SE,810.0,Method 1,std,0.2984287871937262,Sweden
2002,SE,835.0,Method 1,std,0.3381283290152835,Sweden
2003,SE,800.0,Method 1,std,0.23554262864450684,Sweden
2004,SE,106.0,Method 1,std,0.3339805439569217,Sweden
2005,SE,61.0,Method 1,std,0.24113070480702964,Sweden
2006,SE,50.0,Method 1,std,0.21264442145885165,Sweden
2007,SE,30.0,Method 1,std,0.1973923696057413,Sweden
2008,SE,10.0,Method 1,std,0.6811497081338085,Sweden
1997,SE,4026.0,Method 2,std,0.13512513458101943,Sweden
1998,SE,9180.0,Method 2,std,0.143232510928727,Sweden
1999,SE,9018.0,Method 2,std,0.14285210587142755,Sweden
2000,SE,9401.0,Method 2,std,0.12530568154606844,Sweden
2001,SE,9865.0,Method 2,std,0.13435920258203538,Sweden
2002,SE,10518.0,Method 2,std,0.13290830839985912,Sweden
2003,SE,10880.0,Method 2,std,0.13503434437815875,Sweden
2004,SE,7540.0,Method 2,std,0.19801812261761784,Sweden
2005,SE,11400.0,Method 2,std,0.1876891237042356,Sweden
2006,SE,11775.0,Method 2,std,0.19347116628932287,Sweden
2007,SE,12017.0,Method 2,std,0.1985745359535244,Sweden
2008,SE,12123.0,Method 2,std,0.2168543046852358,Sweden
2009,SE,12337.0,Method 2,std,0.20895913721613746,Sweden
2010,SE,12628.0,Method 2,std,0.20193292370965227,Sweden
2011,SE,13037.0,Method 2,std,0.2112385537958239,Sweden
2012,SE,13377.0,Method 2,std,0.2203982448742738,Sweden
2013,SE,13748.0,Method 2,std,0.2534909103335186,Sweden
2014,SE,14184.0,Method 2,std,0.24100952614733487,Sweden
2015,SE,14530.0,Method 2,std,0.2635458880543922,Sweden
2016,SE,14968.0,Method 2,std,0.24589365257213414,Sweden
2017,SE,15414.0,Method 2,std,0.2791453932518436,Sweden
2018,SE,6935.0,Method 2,std,0.2269323883327484,Sweden
2019,SE,7.0,Method 2,std,0.26714757827786084,Sweden
1997,SE,4322.0,Method 3,std,0.2555629013688874,Sweden
1998,SE,8529.0,Method 3,std,0.4538213792853232,Sweden
1999,SE,10147.0,Method 3,std,0.2838574892051181,Sweden
2000,SE,10619.0,Method 3,std,0.2735124409366,Sweden
2001,SE,10887.0,Method 3,std,0.29303999617112964,Sweden
2002,SE,5143.0,Method 3,std,0.361104482164098,Sweden
2003,SE,2023.0,Method 3,std,0.54924779835097,Sweden
2004,SE,8920.0,Method 3,std,0.3216414141262696,Sweden
2005,SE,11801.0,Method 3,std,0.29992089215400014,Sweden
2006,SE,11937.0,Method 3,std,0.3376176755459139,Sweden
2007,SE,12106.0,Method 3,std,0.2943631464484452,Sweden
2008,SE,12142.0,Method 3,std,0.34379194994564793,Sweden
2009,SE,12184.0,Method 3,std,0.4238222870935429,Sweden
2010,SE,12300.0,Method 3,std,0.3468577124105863,Sweden
2011,SE,12497.0,Method 3,std,0.3387291955440775,Sweden
2012,SE,12616.0,Method 3,std,0.35747287514469545,Sweden
2013,SE,12659.0,Method 3,std,0.3923147032370193,Sweden
2014,SE,12802.0,Method 3,std,0.34399359848509764,Sweden
2015,SE,13025.0,Method 3,std,0.35823611065513444,Sweden
2016,SE,13243.0,Method 3,std,0.3416577543396089,Sweden
2017,SE,13410.0,Method 3,std,0.3641305322082972,Sweden
2018,SE,5946.0,Method 3,std,0.38202236682312224,Sweden
2019,SE,3.0,Method 3,std,0.10865006569619967,Sweden
1994,SE,1.0,Method 4,std,,Sweden
1996,SE,2.0,Method 4,std,0.0030487924994758537,Sweden
1997,SE,5039.0,Method 4,std,0.334361523280491,Sweden
1998,SE,9224.0,Method 4,std,0.5635614995468544,Sweden
1999,SE,10533.0,Method 4,std,0.3539917718554372,Sweden
2000,SE,11034.0,Method 4,std,0.3456008101438726,Sweden
2001,SE,11450.0,Method 4,std,0.37716011886700934,Sweden
2002,SE,11959.0,Method 4,std,0.4271569665690005,Sweden
2003,SE,12208.0,Method 4,std,0.4528372756340733,Sweden
2004,SE,9383.0,Method 4,std,0.3812804482168354,Sweden
2005,SE,12091.0,Method 4,std,0.33870489852207014,Sweden
2006,SE,12264.0,Method 4,std,0.45740420285331845,Sweden
2007,SE,12487.0,Method 4,std,0.37420756056448595,Sweden
2008,SE,12558.0,Method 4,std,0.45743764212717697,Sweden
2009,SE,12703.0,Method 4,std,0.46768595014057546,Sweden
2010,SE,12986.0,Method 4,std,0.4525893163769528,Sweden
2011,SE,13438.0,Method 4,std,0.40384401337272,Sweden
2012,SE,13842.0,Method 4,std,0.38786114028962076,Sweden
2013,SE,14164.0,Method 4,std,0.41858875942355295,Sweden
2014,SE,14684.0,Method 4,std,0.4242474954889291,Sweden
2015,SE,15016.0,Method 4,std,0.44305594228131046,Sweden
2016,SE,15483.0,Method 4,std,0.4666265842496998,Sweden
2017,SE,15877.0,Method 4,std,0.5602013511912077,Sweden
2018,SE,7257.0,Method 4,std,0.3913827295250425,Sweden
2019,SE,7.0,Method 4,std,0.37786867396976553,Sweden
1993,PT,1.0,Method 1,std,,Portugal
1994,PT,3.0,Method 1,std,0.06443592898696363,Portugal
1995,PT,3.0,Method 1,std,0.14979628816518967,Portugal
1996,PT,4.0,Method 1,std,0.1001977723580518,Portugal
1997,PT,1214.0,Method 1,std,0.1343765967083003,Portugal
1998,PT,3875.0,Method 1,std,0.09503619103260946,Portugal
1999,PT,5374.0,Method 1,std,0.09641337977606847,Portugal
2000,PT,5510.0,Method 1,std,0.09826882601458316,Portugal
2001,PT,5122.0,Method 1,std,0.0956444978882874,Portugal
2002,PT,105.0,Method 1,std,0.14918688738593322,Portugal
2003,PT,70.0,Method 1,std,0.13994679206594735,Portugal
2004,PT,15.0,Method 1,std,0.12574738832163807,Portugal
2005,PT,15.0,Method 1,std,0.19929614033255058,Portugal
2006,PT,3.0,Method 1,std,0.05220632835717268,Portugal
2008,PT,1.0,Method 1,std,,Portugal
2009,PT,2.0,Method 1,std,0.11298997130870334,Portugal
2010,PT,2.0,Method 1,std,0.11891265440816952,Portugal
2011,PT,2.0,Method 1,std,0.08739020495802335,Portugal
2012,PT,2.0,Method 1,std,0.03730990507942149,Portugal
2013,PT,2.0,Method 1,std,0.0011310814327894902,Portugal
2014,PT,2.0,Method 1,std,0.023577987410182154,Portugal
2015,PT,2.0,Method 1,std,0.056638241646955766,Portugal
2016,PT,2.0,Method 1,std,0.17629166238463248,Portugal
1993,PT,1.0,Method 2,std,,Portugal
1994,PT,2.0,Method 2,std,0.04607392601396508,Portugal
1995,PT,2.0,Method 2,std,0.06283468178304269,Portugal
1996,PT,4.0,Method 2,std,0.16777401425725413,Portugal
1997,PT,325.0,Method 2,std,0.530938526417275,Portugal
1998,PT,2128.0,Method 2,std,0.20631376589288433,Portugal
1999,PT,3093.0,Method 2,std,0.20402130103771918,Portugal
2000,PT,3530.0,Method 2,std,0.22449900766541228,Portugal
2001,PT,3463.0,Method 2,std,0.20410130502490567,Portugal
2002,PT,9891.0,Method 2,std,0.26236511974161497,Portugal
2003,PT,11069.0,Method 2,std,0.2530068547589776,Portugal
2004,PT,10839.0,Method 2,std,0.23856851458247372,Portugal
2005,PT,25623.0,Method 2,std,0.4190062721225589,Portugal
2006,PT,26490.0,Method 2,std,0.3486131843620413,Portugal
2007,PT,26837.0,Method 2,std,0.3516432577428452,Portugal
2008,PT,26038.0,Method 2,std,0.3834425103479371,Portugal
2009,PT,25534.0,Method 2,std,0.41447966681084314,Portugal
2010,PT,24306.0,Method 2,std,0.3308532526824135,Portugal
2011,PT,23342.0,Method 2,std,0.42318135402090457,Portugal
2012,PT,22972.0,Method 2,std,0.4488932732110894,Portugal
2013,PT,22937.0,Method 2,std,0.41404193830535246,Portugal
2014,PT,22890.0,Method 2,std,0.38261006174580703,Portugal
2015,PT,23409.0,Method 2,std,0.3393399340205074,Portugal
2016,PT,23585.0,Method 2,std,0.34532042610930225,Portugal
2017,PT,23555.0,Method 2,std,0.34467422993138097,Portugal
2018,PT,442.0,Method 2,std,1.0180481117863431,Portugal
1993,PT,1.0,Method 3,std,,Portugal
1994,PT,2.0,Method 3,std,0.11109297189923023,Portugal
1995,PT,3.0,Method 3,std,0.15738098955494456,Portugal
1996,PT,4.0,Method 3,std,0.12199829698495077,Portugal
1997,PT,1169.0,Method 3,std,2.1301488458610316,Portugal
1998,PT,3844.0,Method 3,std,0.3804599117726118,Portugal
1999,PT,5353.0,Method 3,std,0.33719678287704963,Portugal
2000,PT,5863.0,Method 3,std,0.47818023170942314,Portugal
2001,PT,5525.0,Method 3,std,0.432946918786216,Portugal
2002,PT,10488.0,Method 3,std,0.4798686309700854,Portugal
2003,PT,11969.0,Method 3,std,0.43530666470673635,Portugal
2004,PT,11571.0,Method 3,std,0.4068951122005229,Portugal
2005,PT,26292.0,Method 3,std,0.5872982612593789,Portugal
2006,PT,27105.0,Method 3,std,0.6013368903457811,Portugal
2007,PT,27524.0,Method 3,std,0.601642016488478,Portugal
2008,PT,26685.0,Method 3,std,0.6736524608059075,Portugal
2009,PT,26196.0,Method 3,std,0.7820390070708766,Portugal
2010,PT,25012.0,Method 3,std,0.7513898994672848,Portugal
2011,PT,23948.0,Method 3,std,0.8905267276768636,Portugal
2012,PT,23457.0,Method 3,std,1.0079190032399,Portugal
2013,PT,23649.0,Method 3,std,0.922928394824248,Portugal
2014,PT,23670.0,Method 3,std,0.8558152883618505,Portugal
2015,PT,24462.0,Method 3,std,0.7559025721136311,Portugal
2016,PT,24703.0,Method 3,std,0.6410159861346058,Portugal
2017,PT,25091.0,Method 3,std,0.6948770400141698,Portugal
2018,PT,467.0,Method 3,std,0.8000608120249699,Portugal
1993,PT,1.0,Method 4,std,,Portugal
1994,PT,3.0,Method 4,std,0.45146862784405384,Portugal
1995,PT,3.0,Method 4,std,0.2699773471555589,Portugal
1996,PT,4.0,Method 4,std,0.0975838929012286,Portugal
1997,PT,1171.0,Method 4,std,1.3444367768658136,Portugal
1998,PT,3817.0,Method 4,std,0.5410409202663118,Portugal
1999,PT,5318.0,Method 4,std,0.539792920493379,Portugal
2000,PT,5844.0,Method 4,std,0.49741993711726756,Portugal
2001,PT,5497.0,Method 4,std,0.4489603749005999,Portugal
2002,PT,9888.0,Method 4,std,0.6450669319638033,Portugal
2003,PT,11110.0,Method 4,std,0.6140619162578101,Portugal
2004,PT,10837.0,Method 4,std,0.5527655710268937,Portugal
2005,PT,25717.0,Method 4,std,0.7310282904684069,Portugal
2006,PT,26606.0,Method 4,std,0.7410555948160193,Portugal
2007,PT,27034.0,Method 4,std,0.9311269295450024,Portugal
2008,PT,26194.0,Method 4,std,0.7981691634034054,Portugal
2009,PT,25682.0,Method 4,std,0.9230239236436845,Portugal
2010,PT,24555.0,Method 4,std,0.8398427223547517,Portugal
2011,PT,23483.0,Method 4,std,1.0106010108595875,Portugal
2012,PT,22963.0,Method 4,std,1.1292293943703262,Portugal
2013,PT,23248.0,Method 4,std,1.07987883468719,Portugal
2014,PT,23281.0,Method 4,std,1.041581297635931,Portugal
2015,PT,24165.0,Method 4,std,0.9103717588827619,Portugal
2016,PT,24425.0,Method 4,std,0.7478919518173747,Portugal
2017,PT,24822.0,Method 4,std,0.9119477766273585,Portugal
2018,PT,464.0,Method 4,std,1.8312804658932007,Portugal
1985,DE,1.0,Method 1,min,0.387046636808455,Germany
1986,DE,1.0,Method 1,min,0.4257112231341867,Germany
1987,DE,1.0,Method 1,min,0.36518394570674045,Germany
1988,DE,2.0,Method 1,min,0.26719038817005547,Germany
1989,DE,2.0,Method 1,min,0.2533572840835755,Germany
1990,DE,2.0,Method 1,min,0.03077169645003606,Germany
1991,DE,1.0,Method 1,min,0.37265286201331116,Germany
1993,DE,2.0,Method 1,min,0.3701201749242564,Germany
1994,DE,2.0,Method 1,min,0.34520326303622295,Germany
1995,DE,2.0,Method 1,min,0.3501230354206835,Germany
1996,DE,3.0,Method 1,min,0.24042712906589253,Germany
1997,DE,3.0,Method 1,min,0.24401280136697004,Germany
1998,DE,2.0,Method 1,min,0.4084533209475151,Germany
1999,DE,4.0,Method 1,min,0.39740655987795576,Germany
2000,DE,8.0,Method 1,min,0.23314445788501942,Germany
2001,DE,44.0,Method 1,min,0.04510336372950089,Germany
2002,DE,102.0,Method 1,min,0.002965282694789025,Germany
2003,DE,116.0,Method 1,min,0.0037439440973620294,Germany
2004,DE,142.0,Method 1,min,9.92209234622103e-05,Germany
2005,DE,190.0,Method 1,min,9.827360315230821e-05,Germany
2006,DE,245.0,Method 1,min,0.06121785397576116,Germany
2007,DE,266.0,Method 1,min,0.00040746134921152983,Germany
2008,DE,252.0,Method 1,min,0.000614836335988917,Germany
2009,DE,254.0,Method 1,min,0.000986574467792539,Germany
2010,DE,235.0,Method 1,min,0.00031739710665060856,Germany
2011,DE,257.0,Method 1,min,0.03084550703646776,Germany
2012,DE,241.0,Method 1,min,0.0036554908091704194,Germany
2013,DE,254.0,Method 1,min,0.07967380768789796,Germany
2014,DE,240.0,Method 1,min,0.0011221451036865847,Germany
2015,DE,259.0,Method 1,min,0.001164319624357674,Germany
2016,DE,240.0,Method 1,min,0.0017297029437094347,Germany
2017,DE,205.0,Method 1,min,0.0005337144729165722,Germany
2018,DE,32.0,Method 1,min,0.011650586430187501,Germany
1987,DE,1.0,Method 2,min,0.487536495199281,Germany
1988,DE,2.0,Method 2,min,0.4915478715312268,Germany
1989,DE,2.0,Method 2,min,0.444175404460779,Germany
1990,DE,1.0,Method 2,min,0.5452297531457061,Germany
1991,DE,1.0,Method 2,min,0.5525777672403466,Germany
1993,DE,2.0,Method 2,min,0.5558301496830196,Germany
1994,DE,3.0,Method 2,min,0.5089852967870757,Germany
1995,DE,4.0,Method 2,min,0.3844065495885297,Germany
1996,DE,19.0,Method 2,min,0.25124033970261633,Germany
1997,DE,32.0,Method 2,min,0.09603682335329342,Germany
1998,DE,64.0,Method 2,min,0.038914375,Germany
1999,DE,236.0,Method 2,min,0.043550535714285715,Germany
2000,DE,548.0,Method 2,min,0.03289009226948061,Germany
2001,DE,1417.0,Method 2,min,0.0034265920454766203,Germany
2002,DE,2711.0,Method 2,min,0.0002422680412371134,Germany
2003,DE,4172.0,Method 2,min,0.0002969498383988506,Germany
2004,DE,5475.0,Method 2,min,2.4941787241520708e-05,Germany
2005,DE,6844.0,Method 2,min,3.4671354788979554e-05,Germany
2006,DE,6797.0,Method 2,min,0.0006283582089552239,Germany
2007,DE,6080.0,Method 2,min,3.344532593920832e-05,Germany
2008,DE,6532.0,Method 2,min,0.0001523881655762028,Germany
2009,DE,6931.0,Method 2,min,5.4142685851318946e-05,Germany
2010,DE,7352.0,Method 2,min,4.518929150892374e-05,Germany
2011,DE,7612.0,Method 2,min,4.975084589357121e-05,Germany
2012,DE,7769.0,Method 2,min,6.018944628217314e-05,Germany
2013,DE,7832.0,Method 2,min,8.889254336011591e-06,Germany
2014,DE,3758.0,Method 2,min,3.5058309037900873e-06,Germany
2015,DE,3288.0,Method 2,min,9.510132774283718e-05,Germany
2016,DE,2967.0,Method 2,min,3.524468085106383e-05,Germany
2017,DE,2101.0,Method 2,min,0.0001225,Germany
2018,DE,168.0,Method 2,min,0.046433961144090666,Germany
1985,DE,1.0,Method 3,min,1.0241254426254154,Germany
1986,DE,2.0,Method 3,min,0.4539136379172838,Germany
1987,DE,5.0,Method 3,min,0.4449994570528831,Germany
1988,DE,6.0,Method 3,min,0.09200968523002422,Germany
1989,DE,9.0,Method 3,min,0.08111174134997164,Germany
1990,DE,18.0,Method 3,min,0.02128131234759477,Germany
1991,DE,26.0,Method 3,min,0.04067856217063863,Germany
1992,DE,86.0,Method 3,min,0.07077199972774202,Germany
1993,DE,119.0,Method 3,min,0.07556961788430239,Germany
1994,DE,201.0,Method 3,min,0.04346363587066164,Germany
1995,DE,291.0,Method 3,min,0.014542481667760787,Germany
1996,DE,385.0,Method 3,min,0.011780510488787848,Germany
1997,DE,469.0,Method 3,min,0.04444765905390314,Germany
1998,DE,641.0,Method 3,min,0.007213544142031832,Germany
1999,DE,960.0,Method 3,min,0.006195854808641299,Germany
2000,DE,1076.0,Method 3,min,0.00660955558664194,Germany
2001,DE,1699.0,Method 3,min,0.004093765244679379,Germany
2002,DE,3197.0,Method 3,min,0.0001552114595828614,Germany
2003,DE,4943.0,Method 3,min,0.0003795965821320269,Germany
2004,DE,6554.0,Method 3,min,0.000260734580735343,Germany
2005,DE,9547.0,Method 3,min,0.00030142794248215184,Germany
2006,DE,10568.0,Method 3,min,0.0001680672268907563,Germany
2007,DE,9913.0,Method 3,min,1.3272135060907658e-05,Germany
2008,DE,10208.0,Method 3,min,0.0005905778325560116,Germany
2009,DE,10481.0,Method 3,min,0.0035121247227084514,Germany
2010,DE,10871.0,Method 3,min,0.0007540730151094714,Germany
2011,DE,11181.0,Method 3,min,0.000158597742202542,Germany
2012,DE,11318.0,Method 3,min,6.764079662410933e-05,Germany
2013,DE,11426.0,Method 3,min,9.078577111366987e-05,Germany
2014,DE,7410.0,Method 3,min,2.1406338114089598e-05,Germany
2015,DE,6979.0,Method 3,min,0.0035135135135135136,Germany
2016,DE,6363.0,Method 3,min,0.0001734254157904443,Germany
2017,DE,4653.0,Method 3,min,0.000267095473004279,Germany
2018,DE,292.0,Method 3,min,0.05456518369245078,Germany
1985,DE,1.0,Method 4,min,1.4372390997408162,Germany
1986,DE,2.0,Method 4,min,0.4723177237700059,Germany
1987,DE,5.0,Method 4,min,0.48064743138634763,Germany
1988,DE,7.0,Method 4,min,0.10432395332875773,Germany
1989,DE,10.0,Method 4,min,0.09149072296865003,Germany
1990,DE,17.0,Method 4,min,0.02360317167619399,Germany
1991,DE,26.0,Method 4,min,0.04069289480250561,Germany
1992,DE,88.0,Method 4,min,0.07085471971810528,Germany
